,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,browser,browserSize,browserVersion,deviceCategory,flashVersion,isMobile,language,mobileDeviceBranding,mobileDeviceInfo,mobileDeviceMarketingName,mobileDeviceModel,mobileInputSelector,operatingSystem,operatingSystemVersion,screenColors,screenResolution,city,cityId,continent,country,latitude,longitude,metro,networkDomain,networkLocation,region,subContinent,bounces,hits,newVisits,pageviews,transactionRevenue,visits,adContent,adwordsClickInfo.adNetworkType,adwordsClickInfo.criteriaParameters,adwordsClickInfo.gclId,adwordsClickInfo.isVideoAd,adwordsClickInfo.page,adwordsClickInfo.slot,campaign,isTrueDirect,keyword,medium,referralPath,source,campaignCode
6755,Referral,20170623,4064008221273566105,4064008221273566105_1498248663,Not Socially Engaged,1498248663,4,2017-06-23 20:11:03,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,33,,29,33580000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
6757,Referral,20170623,4127513140005445280,4127513140005445280_1498218912,Not Socially Engaged,1498218912,4,2017-06-23 11:55:12,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,not available in demo dataset,not available in demo dataset,Northern America,,34,,28,13590000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
6761,Direct,20170623,3560820276518060023,3560820276518060023_1498211423,Not Socially Engaged,1498211423,1,2017-06-23 09:50:23,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,35,1,28,9980000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
6767,Referral,20170623,2658678838785413275,2658678838785413275_1498272983,Not Socially Engaged,1498272983,1,2017-06-24 02:56:23,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,39,1,28,31490000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
6770,Referral,20170623,7366648314975511623,7366648314975511623_1498253514,Not Socially Engaged,1498253514,1,2017-06-23 21:31:54,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,40,1,35,21020000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
6771,Referral,20170623,5613784133853070022,5613784133853070022_1498246944,Not Socially Engaged,1498246944,4,2017-06-23 19:42:24,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,41,,29,335310000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
6775,Organic Search,20170623,5820498420449602355,5820498420449602355_1498260264,Not Socially Engaged,1498260264,2,2017-06-23 23:24:24,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,50,,40,10990000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
6777,Referral,20170623,9492321535184723478,9492321535184723478_1498240539,Not Socially Engaged,1498240539,4,2017-06-23 17:55:39,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,55,,41,111160000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
6782,Referral,20170623,3315850109243126332,3315850109243126332_1498225533,Not Socially Engaged,1498225533,1,2017-06-23 13:45:33,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,86,1,59,173880000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
8185,Organic Search,20170312,8769206328217001636,8769206328217001636_1489338979,Not Socially Engaged,1489338979,2,2017-03-12 17:16:19,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,avagotech.com,not available in demo dataset,not available in demo dataset,Northern America,,17,,13,16990000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
8188,Direct,20170312,1253103077765832819,1253103077765832819_1489356106,Not Socially Engaged,1489356106,2,2017-03-12 22:01:46,Edge,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Puerto Rico,not available in demo dataset,not available in demo dataset,not available in demo dataset,libertypr.net,not available in demo dataset,not available in demo dataset,Caribbean,,18,,18,19990000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
8192,Organic Search,20170312,664683919239436389,664683919239436389_1489365686,Not Socially Engaged,1489365686,1,2017-03-13 00:41:26,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,20,1,18,7990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
8196,Organic Search,20170312,6421960756925082099,6421960756925082099_1489350226,Not Socially Engaged,1489350226,2,2017-03-12 20:23:46,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,21,,16,42970000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
8210,Direct,20170312,7545575276027340424,7545575276027340424_1489367317,Not Socially Engaged,1489367317,1,2017-03-13 01:08:37,Firefox,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,24,1,23,1990000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
8223,Referral,20170312,8146644046556936641,8146644046556936641_1489377952,Not Socially Engaged,1489377952,2,2017-03-13 04:05:52,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Jose,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,unknown.unknown,not available in demo dataset,California,Northern America,,30,,26,15190000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
8224,Organic Search,20170312,1977256117656372433,1977256117656372433_1489371345,Not Socially Engaged,1489371345,1,2017-03-13 02:15:45,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,31,1,24,31930000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
8229,Referral,20170312,764274607292877218,764274607292877218_1489347786,Not Socially Engaged,1489347786,1,2017-03-12 19:43:06,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,33,1,27,244040000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
8231,Referral,20170312,8611515155255472281,8611515155255472281_1489365472,Not Socially Engaged,1489365472,2,2017-03-13 00:37:52,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,33,,31,17590000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
8245,Referral,20170312,3980601042365877663,3980601042365877663_1489357807,Not Socially Engaged,1489357807,1,2017-03-12 22:30:07,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,44,1,37,139650000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
8252,Organic Search,20170312,4134498426819570935,4134498426819570935_1489358954,Not Socially Engaged,1489358954,6,2017-03-12 22:49:14,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,tctwest.net,not available in demo dataset,not available in demo dataset,Northern America,,69,,60,37960000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
10312,Direct,20170203,4664319107970739921,4664319107970739921_1486137196,Not Socially Engaged,1486137196,5,2017-02-03 15:53:22,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,cableone.net,not available in demo dataset,not available in demo dataset,Northern America,,11,,11,16990000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
10323,Direct,20170203,4033167138991049828,4033167138991049828_1486147243,Not Socially Engaged,1486147243,1,2017-02-03 18:40:43,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,12,1,10,18990000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
10350,Referral,20170203,3831723766212483216,3831723766212483216_1486163738,Not Socially Engaged,1486163738,3,2017-02-03 23:15:38,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,fusionbroadband.com,not available in demo dataset,California,Northern America,,13,,13,59990000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
10384,Organic Search,20170203,3798576854040953242,3798576854040953242_1486150295,Not Socially Engaged,1486150295,6,2017-02-03 19:31:35,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,16,,16,179970000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
10396,Referral,20170203,1029323150011228171,1029323150011228171_1486152691,Not Socially Engaged,1486152691,2,2017-02-03 20:11:31,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,18,,14,86130000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
10412,Referral,20170203,1271739936649587420,1271739936649587420_1486155144,Not Socially Engaged,1486155144,4,2017-02-03 20:52:24,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,20,,19,239960000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
10413,Organic Search,20170203,689752308200679975,689752308200679975_1486182517,Not Socially Engaged,1486182517,1,2017-02-04 04:28:37,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,not available in demo dataset,not available in demo dataset,Northern America,,20,1,17,16990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
10415,Organic Search,20170203,9562948220302753056,9562948220302753056_1486137202,Not Socially Engaged,1486137202,2,2017-02-03 15:53:22,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Jose,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,20,,20,55990000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
10439,Referral,20170203,4262513756531099314,4262513756531099314_1486156183,Not Socially Engaged,1486156183,2,2017-02-03 21:09:43,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,25,,20,3980000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
10441,Organic Search,20170203,8708692061686223002,8708692061686223002_1486151676,Not Socially Engaged,1486151676,1,2017-02-03 19:54:36,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,not available in demo dataset,not available in demo dataset,Northern America,,26,1,24,18990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
10445,Direct,20170203,9228091811246318377,9228091811246318377_1486155118,Not Socially Engaged,1486155118,2,2017-02-03 20:51:58,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,26,,25,305490000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
10449,Direct,20170203,8092136662808852323,8092136662808852323_1486139748,Not Socially Engaged,1486139748,3,2017-02-03 16:35:48,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,27,,22,536820000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
10450,Referral,20170203,2840155464434051520,2840155464434051520_1486141246,Not Socially Engaged,1486141246,10,2017-02-03 17:00:46,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,27,,20,28780000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
10455,Organic Search,20170203,9013296840842675812,9013296840842675812_1486193195,Not Socially Engaged,1486193195,3,2017-02-04 07:26:35,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,not available in demo dataset,not available in demo dataset,Northern America,,28,,22,66980000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
10460,Referral,20170203,4995924842281653133,4995924842281653133_1486131356,Not Socially Engaged,1486131356,3,2017-02-03 14:15:56,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,optonline.net,not available in demo dataset,New York,Northern America,,30,,24,127970000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
10461,Organic Search,20170203,9393064695401243962,9393064695401243962_1486175439,Not Socially Engaged,1486175439,1,2017-02-04 02:30:39,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Diego,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Diego CA,rr.com,not available in demo dataset,California,Northern America,,30,1,27,24990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
10463,Direct,20170203,6954387213546558639,6954387213546558639_1486153141,Not Socially Engaged,1486153141,2,2017-02-03 20:19:01,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,31,,26,19190000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
10473,Referral,20170203,3087800167641443127,3087800167641443127_1486160821,Not Socially Engaged,1486160821,1,2017-02-03 22:27:01,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,39,1,32,54320000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
10474,Organic Search,20170203,914215065327707355,914215065327707355_1486163826,Not Socially Engaged,1486163826,5,2017-02-03 23:17:06,Edge,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Irvine,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Los Angeles CA,cox.net,not available in demo dataset,California,Northern America,,40,,30,13970000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
10482,Referral,20170203,175318834283875506,0175318834283875506_1486157107,Not Socially Engaged,1486157107,5,2017-02-03 21:25:07,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,48,,36,464800000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
10483,Referral,20170203,3346100016851964940,3346100016851964940_1486148158,Not Socially Engaged,1486148158,1,2017-02-03 18:55:58,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,51,1,43,27110000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
10484,Referral,20170203,3746316960999614032,3746316960999614032_1486165316,Not Socially Engaged,1486165316,1,2017-02-03 23:41:56,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,53,1,41,397700000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
10485,Direct,20170203,1814166460229302850,1814166460229302850_1486135601,Not Socially Engaged,1486135601,8,2017-02-03 15:26:41,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,embarqhsd.net,not available in demo dataset,not available in demo dataset,Northern America,,54,,40,1171470000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
